Driver,Year,NumStints,NumCompoundsUsed,LongestStint,AvgPaceSoft,AvgPaceMedium,AvgPaceHard,DegSoft,DegMed,AvgTrackTemp,MaxTrackTemp,MinTrackTemp,DegHard,GP
LEC,2022,4,3,5,93.57623333333333,90.29733333333333,93.15775,0.6166250000000011,0.017250000000000643,27.145416666666666,28.939999999999998,24.433333333333334,-0.5917142857142851,Saudi Arabian Grand Prix
MAG,2022,3,2,4,94.47666666666666,93.0665,,-3.1147857142857127,-0.29900000000000154,27.41944444444444,29.266666666666666,24.424999999999997,,Saudi Arabian Grand Prix
MSC,2022,6,3,9,95.73352222222222,95.436,95.38466666666667,1.3106000000000002,0.0014329268292677458,25.414259259259257,28.55,23.880000000000003,-0.07462499999999932,Saudi Arabian Grand Prix
NOR,2022,4,3,8,94.94449999999999,96.553,95.11125000000001,-0.03850000000000084,0.12635714285714347,26.591666666666665,29.733333333333334,23.925,-0.8438571428571431,Saudi Arabian Grand Prix
OCO,2022,7,3,7,93.90528333333334,96.48514285714283,94.9078,0.6130591041162236,0.17665579710144827,27.133809523809525,29.2,23.900000000000002,-0.4709695121951224,Saudi Arabian Grand Prix
PER,2022,5,3,7,100.49385,93.41740476190476,94.529,-1.4972364406779652,-0.16141071428571452,26.648523809523812,28.78,23.914285714285715,-0.21228658536585285,Saudi Arabian Grand Prix
RIC,2022,6,2,7,92.46216666666668,95.18597440476191,,-0.1289999999999995,-0.07719107142857135,26.992817460317458,29.46666666666667,23.928571428571427,,Saudi Arabian Grand Prix
RUS,2022,3,2,12,95.36991666666668,96.20150000000001,,-0.3042785714285709,0.02351162790697632,26.424999999999997,27.96666666666667,23.891666666666666,,Saudi Arabian Grand Prix
SAI,2022,6,3,4,94.66447916666667,90.88766666666668,94.129,-2.271810714285714,-0.26550000000000284,27.820833333333336,29.733333333333334,24.399999999999995,-0.49992857142857106,Saudi Arabian Grand Prix
STR,2022,3,3,8,101.512,98.770375,95.86325,1.921928571428573,0.28567857142857084,26.791666666666668,28.775,23.9,-1.0086271186440687,Saudi Arabian Grand Prix
TSU,2022,6,3,7,96.60125,91.55499999999999,93.497,-0.1498623063683305,-0.00819999999999936,26.977777777777774,29.35,23.900000000000002,-0.7717000000000014,Saudi Arabian Grand Prix
VER,2022,4,3,7,95.90628571428572,92.94108333333332,92.05950000000001,-0.023585616438356133,-0.19531677018633703,26.167559523809523,28.875,23.933333333333334,-0.5211999999999996,Saudi Arabian Grand Prix
ZHO,2022,5,3,9,94.27368518518519,95.75975,95.4058,0.0577722222222214,-0.8815500000000006,26.63655555555556,29.566666666666666,23.91111111111111,-0.31596511627906887,Saudi Arabian Grand Prix
ALB,2022,6,2,5,86.7775,85.45822916666668,,-0.2302619047619059,-0.2820842637029556,32.468333333333334,38.160000000000004,28.2,,Australian Grand Prix
ALO,2022,3,2,5,,84.23920000000001,84.60325,,0.07050000000000126,34.714999999999996,38.0,28.22,0.2858088235294138,Australian Grand Prix
BOT,2022,5,2,5,90.97563333333333,83.6262888888889,,-0.9661264478764477,-0.37356821106820975,31.389333333333333,38.06,28.333333333333332,,Australian Grand Prix
GAS,2022,6,3,6,82.20627777777777,85.59970833333333,82.63566666666668,0.0783309523809508,-0.3144376847290647,32.44305555555555,38.199999999999996,28.183333333333337,-0.4868421052631576,Australian Grand Prix
HAM,2022,7,3,6,83.73688888888888,85.3305,86.042375,-1.1689502801120455,0.9871428571428607,33.25714285714286,38.375,28.400000000000002,-0.22296428571428628,Australian Grand Prix
LAT,2022,5,2,5,84.20933333333333,87.01105833333334,,-0.19099999999999887,-0.6462749999999989,34.465333333333334,38.14,28.22,,Australian Grand Prix
LEC,2022,4,3,4,84.84400000000001,82.10675,82.898,1.1379230769230761,0.03492500000000015,31.302083333333336,38.225,28.15,-0.5309152542372886,Australian Grand Prix
MAG,2022,4,3,5,84.91966666666667,84.45340000000002,84.0907,1.1117500000000002,-0.3199622641509438,33.38666666666667,38.166666666666664,28.22,-0.2621749999999999,Australian Grand Prix
MSC,2022,3,2,4,83.7815,85.61325,,-0.0501249999999995,-0.13730000000000045,32.013888888888886,38.266666666666666,28.275,,Australian Grand Prix
NOR,2022,4,2,6,86.24950000000001,84.62511666666666,,0.0712857142857136,0.014574358974359073,33.275,38.199999999999996,28.2,,Australian Grand Prix
OCO,2022,6,3,4,82.97405555555555,83.29975,83.99908333333333,-0.07081666666666588,-0.42805084745762706,33.452777777777776,38.15,28.275,-0.39207500000000006,Australian Grand Prix
PER,2022,4,2,5,86.55366666666666,83.71443333333335,,3.780124999999999,0.6875447368421057,34.82333333333334,38.233333333333334,28.26,,Australian Grand Prix
RIC,2022,4,2,5,86.033,83.03986666666667,,-0.03750000000000004,-0.22853571428571476,33.48875,38.1,28.075000000000003,,Australian Grand Prix
RUS,2022,5,3,6,83.1084,85.7642,85.25433333333334,-1.1128435183035366,-0.734299999999999,33.056333333333335,38.22,28.22,-0.3169142857142845,Australian Grand Prix
SAI,2022,3,3,6,101.54466666666666,84.96233333333333,84.66720000000001,-16.964,0.3154857142857148,32.687777777777775,38.08,28.183333333333337,0.3037999999999997,Australian Grand Prix
STR,2022,6,2,6,93.54233333333332,85.02331666666666,,2.2948571428571425,-0.3224328571428579,33.51944444444444,38.199999999999996,28.225,,Australian Grand Prix
TSU,2022,8,3,6,81.26211111111111,85.30048333333335,84.17533333333334,-0.2702061403508769,-0.15537142857142863,32.69958333333334,38.199999999999996,28.21666666666667,-0.38413809523809617,Australian Grand Prix
VER,2022,4,2,5,82.754125,83.92656666666667,,0.1614749999999997,-1.6976656976744178,31.864583333333332,38.275,28.3,,Australian Grand Prix
VET,2022,1,1,5,,84.40119999999999,,,-0.45565000000000005,38.02,38.02,38.02,,Australian Grand Prix
ZHO,2022,4,2,5,81.214,84.73173333333334,,-0.06813157894736727,-0.13854418604651184,31.335,38.16,28.18,,Australian Grand Prix
ALB,2022,3,2,16,81.27425,81.30031249999999,,-0.000605009633911163,0.009372058823529499,25.431249999999995,31.049999999999997,14.699999999999998,,Emilia Romagna Grand Prix
ALO,2022,3,2,9,81.15022222222223,82.47144444444444,,0.0966775362318838,-0.07426666666666766,25.42962962962963,31.011111111111106,14.7,,Emilia Romagna Grand Prix
BOT,2022,1,0,4,,,,,,14.8,14.8,14.8,,Emilia Romagna Grand Prix
GAS,2022,4,2,14,81.053,80.88035714285715,,-0.052764835164835204,-0.04663956043956041,22.74964285714286,31.085714285714282,14.6,,Emilia Romagna Grand Prix
HAM,2022,3,2,13,80.73092307692308,82.03083333333333,,0.07063186813186816,0.04700000000000112,25.47888888888889,31.216666666666665,14.719999999999999,,Emilia Romagna Grand Prix
LAT,2022,2,2,17,82.6438,81.92235294117647,,-0.24990000000000095,-0.020019607843137024,30.806470588235292,30.96,30.652941176470584,,Emilia Romagna Grand Prix
LEC,2022,4,2,14,80.2227,82.22478571428572,,0.07800000000000028,0.03569450549450555,22.73130952380952,31.078571428571426,14.616666666666665,,Emilia Romagna Grand Prix
MAG,2022,4,2,13,81.33684615384617,83.09830000000001,,0.07213186813186835,0.0022242424242423643,22.71096153846154,31.04,14.55,,Emilia Romagna Grand Prix
MSC,2022,4,2,12,83.38609999999998,81.40883333333333,,-0.048793939393939355,0.012552447552446964,22.741666666666667,31.03,14.6,,Emilia Romagna Grand Prix
NOR,2022,1,0,3,,,,,,14.733333333333334,14.733333333333334,14.733333333333334,,Emilia Romagna Grand Prix
OCO,2022,4,2,12,81.45808333333333,83.17275,,0.021101398601398688,-0.041899999999998966,26.822500000000005,31.025000000000002,14.720000000000002,,Emilia Romagna Grand Prix
PER,2022,4,2,14,80.19949999999997,79.9273,,0.028213304721030265,0.12782424242424256,22.7475,31.099999999999998,14.55,,Emilia Romagna Grand Prix
RIC,2022,1,0,4,,,,,,14.725000000000001,14.725000000000001,14.725000000000001,,Emilia Romagna Grand Prix
RUS,2022,4,2,13,81.34807692307692,81.53525,,-0.01736263736263703,-0.21590000000000054,22.72628205128205,30.9,14.699999999999998,,Emilia Romagna Grand Prix
SAI,2022,5,2,8,82.67591666666667,80.76075,,0.07655714285714307,-0.06004670912951205,24.408833333333337,31.133333333333336,14.64,,Emilia Romagna Grand Prix
STR,2022,4,3,14,81.75614285714286,81.7205,83.0038,-0.05754725274725346,0.28300000000000086,26.756666666666664,30.96,14.75,-0.027000000000001027,Emilia Romagna Grand Prix
TSU,2022,4,2,15,80.95006666666664,81.39591666666666,,0.015157142857143164,0.06620629370629365,22.736666666666665,31.066666666666663,14.633333333333333,,Emilia Romagna Grand Prix
VER,2022,4,2,15,80.90533333333332,80.69699999999997,,-0.022575000000000355,0.00783836689038031,22.727222222222224,31.122222222222224,14.580000000000002,,Emilia Romagna Grand Prix
VET,2022,4,3,10,81.33755555555555,82.285,81.5465,-0.002983333333333371,-0.051878787878788246,26.70486111111111,31.05,14.625,-0.07105714285714516,Emilia Romagna Grand Prix
ZHO,2022,3,2,18,81.1975,83.96679999999999,,-0.02260274413120371,-0.5625999999999991,25.511851851851848,31.18,14.7,,Emilia Romagna Grand Prix
ALB,2022,4,2,4,97.86066666666666,98.07441666666665,,3.3104999999999967,-0.8593129943502822,46.89791666666667,53.25,39.699999999999996,,Miami Grand Prix
ALO,2022,6,2,9,96.00133333333333,95.55753333333332,,-0.3480285256410246,-0.10771515151515085,47.68407407407407,53.06666666666667,39.76,,Miami Grand Prix
BOT,2022,4,2,5,94.01569444444443,95.7002,,0.03416074766355163,-0.6287795698924735,51.29416666666667,52.660000000000004,49.36666666666667,,Miami Grand Prix
GAS,2022,5,3,6,99.94600000000001,95.88855555555556,95.129,-0.06384615384615289,-0.16741751412429348,48.07133333333333,53.25,39.84,0.04674999999999943,Miami Grand Prix
HAM,2022,3,2,5,95.97517500000001,94.8785,,-1.6723881502045606,-0.07219999999999942,47.36166666666666,52.160000000000004,39.875,,Miami Grand Prix
LAT,2022,4,2,9,97.69,98.51926851851852,,3.6844999999999994,-0.7596427495291893,48.62291666666667,53.625,41.56666666666666,,Miami Grand Prix
LEC,2022,3,2,5,105.85325,93.51622499999999,,-7.183949152542372,-0.17461167247386764,46.196666666666665,50.739999999999995,39.800000000000004,,Miami Grand Prix
MAG,2022,6,3,6,93.51472916666665,94.34666666666665,95.87816666666667,-1.1027352970627513,0.05649999999999976,47.46666666666667,53.4,39.53333333333334,-0.07124000000000098,Miami Grand Prix
MSC,2022,5,3,5,93.64936111111109,97.3182,96.9032,-0.14592820512820442,-0.5360000000000006,46.22533333333333,50.825,39.86,-0.04340000000000113,Miami Grand Prix
NOR,2022,6,3,8,98.72552083333332,94.90177777777778,94.15866666666666,2.507757832080201,-0.5923571428571429,47.56944444444445,53.53333333333333,39.53333333333334,0.04549999999999698,Miami Grand Prix
OCO,2022,5,2,6,96.06628888888889,95.67628333333333,,-1.7314414414414407,-0.1346736842105252,46.779333333333334,52.88333333333333,39.84,,Miami Grand Prix
PER,2022,4,3,5,102.28003333333334,95.07249999999999,96.12500000000001,5.423849999999998,-0.4471428571428581,48.91791666666667,53.325,39.800000000000004,-0.40220000000000045,Miami Grand Prix
RIC,2022,5,3,4,97.559,95.39247222222222,94.13966666666666,0.5158461538461544,0.015442857142857758,49.10666666666667,53.2,41.85,-0.27373684210526283,Miami Grand Prix
RUS,2022,4,2,6,93.97163333333333,94.319,,-0.5035088474414163,0.04829999999999757,47.553333333333335,52.5,39.84,,Miami Grand Prix
SAI,2022,4,1,3,,94.27091666666666,,,-1.4025513663967617,48.33333333333333,53.73333333333333,41.53333333333334,,Miami Grand Prix
STR,2022,5,2,5,108.61845,99.1893222222222,,-0.859240553306343,-1.4284482456140353,46.997,53.44,39.675000000000004,,Miami Grand Prix
TSU,2022,6,3,7,97.30941666666666,97.19042857142857,93.77775,1.1902965252815716,-0.21205685607113037,47.62916666666666,53.675,39.925,-0.283550000000001,Miami Grand Prix
VER,2022,2,1,4,,94.025375,,,-0.27929999999999877,51.38333333333333,53.4,49.36666666666667,,Miami Grand Prix
VET,2022,6,2,5,98.92784444444443,95.41649999999998,,1.5031381997427449,-0.9292468671679197,47.07416666666666,52.11999999999999,39.800000000000004,,Miami Grand Prix
ZHO,2022,5,2,6,98.87266666666667,95.05261666666668,,0.8546178571428562,-0.384271637426901,47.17933333333333,53.21999999999999,39.86,,Miami Grand Prix
ALB,2022,2,1,10,,91.60239999999999,,,0.18382963136519925,43.620000000000005,44.6,42.64,,Spanish Grand Prix
ALO,2022,4,3,11,84.09975,87.44936363636363,86.45226190476191,0.8671000000000019,0.15176363636363635,44.97280844155845,47.199999999999996,42.60909090909091,0.03293355855855843,Spanish Grand Prix
BOT,2022,3,2,7,87.67541666666665,,84.97028571428571,1.3005254237288144,,46.17738095238096,46.975,45.70000000000001,-0.053782608695651886,Spanish Grand Prix
DEV,2022,4,2,5,88.795,,86.25179999999999,1.9516904761904736,,46.48,47.199999999999996,45.42,-0.17703571428571485,Spanish Grand Prix
GAS,2022,4,2,7,86.93128571428572,86.93277777777779,,0.31699999999999906,0.5511155993431857,44.95744047619048,47.2,42.771428571428565,,Spanish Grand Prix
HAM,2022,4,3,8,86.012,86.558125,84.67345833333334,0.9245000000000015,0.057464285714285045,45.2125,47.199999999999996,42.65,0.04623571428571632,Spanish Grand Prix
KUB,2022,2,2,7,82.897,,85.3027142857143,0.4374999999999999,,46.280952380952385,47.13333333333333,45.42857142857143,-0.12582876712328828,Spanish Grand Prix
LAT,2022,4,2,9,86.17922222222222,86.83775,,0.1351916666666675,0.05801666666666786,45.42881944444445,47.1125,42.611111111111114,,Spanish Grand Prix
LEC,2022,5,3,10,85.54285,86.68699999999998,83.267,0.09382856332856328,0.09253787878787895,45.154666666666664,47.220000000000006,42.72,-0.2851499999999994,Spanish Grand Prix
MAG,2022,4,2,4,89.42945833333333,87.9305,,1.3582285714285705,1.0892472527472532,44.72708333333333,47.03333333333333,42.375,,Spanish Grand Prix
MSC,2022,4,3,9,89.00274999999999,86.09738888888887,85.0796,2.3447288135593234,0.03245833333333348,45.19986111111111,47.275,42.644444444444446,-0.0719912280701744,Spanish Grand Prix
NOR,2022,2,2,7,86.89171428571429,,84.05,0.18124999999999958,,46.26785714285714,47.08571428571428,45.45,-0.07240000000000035,Spanish Grand Prix
OCO,2022,4,2,11,83.66206666666666,87.58818181818182,,0.3834061096136565,0.28450000000000014,44.232651515151524,47.01666666666667,42.62727272727273,,Spanish Grand Prix
PER,2022,2,2,9,86.39444444444445,82.40633333333334,,0.13202352941176382,-0.2477499999999998,43.744444444444454,44.800000000000004,42.6888888888889,,Spanish Grand Prix
RIC,2022,3,3,6,86.40899999999999,87.08483333333334,83.51249999999999,0.04749999999999942,0.232085714285716,44.85277777777778,47.01666666666667,42.96666666666667,-0.15196153846153931,Spanish Grand Prix
RUS,2022,3,3,9,86.04283333333332,86.57488888888888,84.48866666666667,0.21237142857142877,0.052004411764705626,45.00370370370371,47.1,42.67777777777778,-0.6995000000000002,Spanish Grand Prix
SAI,2022,5,3,9,85.90709351851852,86.093,83.96271428571428,0.2205410852713183,0.20378571428571282,44.605000000000004,47.00000000000001,42.46666666666667,-0.19264970059880235,Spanish Grand Prix
STR,2022,5,2,6,,85.99116666666666,87.17333333333335,,0.20848991596638605,44.205,47.1,42.5,-0.027509523809523827,Spanish Grand Prix
TSU,2022,7,3,12,91.14622222222222,87.81549999999999,84.72991666666667,3.1904230769230764,0.21348592870544103,44.740476190476194,47.01666666666667,42.666666666666664,-0.10664276401564486,Spanish Grand Prix
VER,2022,3,3,13,85.8972,86.073,82.75,0.23153488372092967,0.08217582417582471,45.103076923076934,47.040000000000006,42.66923076923077,-0.19224999999999778,Spanish Grand Prix
VET,2022,5,3,8,86.94742857142857,85.08261111111112,84.7882,-0.008923913043477777,0.10996008403361372,44.01354761904762,45.86,42.728571428571435,-0.12012804878048909,Spanish Grand Prix
VIP,2022,1,1,5,92.2202,,,-1.4689999999999994,,47.06,47.06,47.06,,Spanish Grand Prix
ZHO,2022,1,1,9,87.84722222222223,,,0.19258333333333227,,42.611111111111114,42.611111111111114,42.611111111111114,,Spanish Grand Prix
ALB,2022,8,3,7,77.19432738095237,79.24258333333333,78.85890476190477,-0.1434092105263164,0.05459897959183721,51.975148809523816,54.785714285714285,48.133333333333326,-0.043386160714284944,Monaco Grand Prix
ALO,2022,7,3,12,75.77795833333333,77.79264583333332,78.69657142857143,0.1596530870445351,-0.2065868779090588,51.544642857142854,54.2375,47.975,-0.058512867647058285,Monaco Grand Prix
BOT,2022,5,2,4,76.14358333333332,78.53441666666666,,-0.9077937853107344,-0.13803037383177572,49.75833333333333,52.26666666666667,47.29999999999999,,Monaco Grand Prix
GAS,2022,6,3,6,77.50953333333334,78.20999444444443,78.17233333333333,0.13880921052631615,-0.17896570021315786,51.52111111111111,54.85,47.620000000000005,-0.42152325581395367,Monaco Grand Prix
HAM,2022,7,3,8,87.58010714285714,78.69836111111113,78.41681249999999,1.3867114661654156,1.6185163841807906,52.025340136054425,54.73333333333333,47.83333333333334,-0.5312202380952386,Monaco Grand Prix
LAT,2022,8,3,7,78.91224761904763,79.22272222222222,80.11850000000001,0.3078007031730882,-0.5943732445520579,51.49592261904762,54.96666666666667,48.03333333333333,-0.31955999999999934,Monaco Grand Prix
LEC,2022,5,3,5,81.64733333333334,76.47703333333332,75.7365,6.673624999999995,-0.37539999999999984,52.315999999999995,54.28000000000001,50.06666666666666,-0.6431525423728834,Monaco Grand Prix
MAG,2022,7,3,8,79.31521547619047,78.39317499999999,78.83937499999999,0.29739132728284395,-0.34137897245762694,51.41445578231293,54.64,47.53333333333333,-0.006671428571428025,Monaco Grand Prix
MSC,2022,6,3,7,77.08759444444445,81.21758333333335,80.24571428571429,-0.2748877777777779,0.22325111221605726,51.06412698412698,53.971428571428575,47.75,-0.31615159574468177,Monaco Grand Prix
NOR,2022,7,3,5,76.37191666666666,76.95173333333334,77.6288,0.5358571428571413,-0.08329595869454363,52.34619047619048,54.86666666666667,48.040000000000006,-0.10631034482758565,Monaco Grand Prix
OCO,2022,7,3,13,77.98927777777779,78.53122307692307,80.50880000000001,0.16395221953188024,0.026448798577339405,51.74961538461538,54.31999999999999,47.892307692307696,0.4181293103448273,Monaco Grand Prix
PER,2022,6,3,6,83.26857777777776,78.49363333333335,79.2094,0.3322940588333701,0.5527903028118232,51.63277777777778,54.48333333333333,47.88,-0.8659878048780487,Monaco Grand Prix
RIC,2022,5,3,7,76.12511904761905,76.94216666666667,78.421,0.47249184839589053,-0.0840892307692308,53.19261904761904,55.025000000000006,50.93333333333333,-0.5488285714285718,Monaco Grand Prix
RUS,2022,6,3,7,76.93135714285714,76.104,78.3415,0.3033125000000004,-0.4548164383561648,52.371230158730164,54.86666666666667,48.0,-0.055171428571430814,Monaco Grand Prix
SAI,2022,7,3,6,81.57411111111111,80.61308333333334,75.02824999999999,-5.26253846153846,-2.1542057692307695,52.740476190476194,54.4,50.46666666666667,-0.35654999999999926,Monaco Grand Prix
STR,2022,6,3,7,78.488,77.60188095238095,78.50333333333333,-0.6561428571428578,0.06510728243877013,52.84146825396826,54.53333333333334,48.357142857142854,0.11239999999999883,Monaco Grand Prix
TSU,2022,6,3,9,80.3473125,80.43155555555556,78.44916666666667,0.26021613196125937,0.5097168021680212,51.51263888888889,54.666666666666664,47.5,-0.253378947368421,Monaco Grand Prix
VER,2022,7,3,8,78.13172916666666,77.52029166666668,78.0455,0.3094759728842316,0.05718928571428626,50.56297619047619,53.93333333333334,47.46666666666666,-0.17361428571428597,Monaco Grand Prix
VET,2022,5,3,9,77.6615,77.21433333333334,78.97283333333333,0.137721428571428,-0.0045902273710520525,52.45523809523809,54.75,48.23333333333333,-0.3320923076923068,Monaco Grand Prix
ZHO,2022,8,3,5,76.87447222222222,77.71625,79.7616,-1.496642857142856,-0.26696366120218695,51.52854166666667,54.8,47.3,-0.3396730769230771,Monaco Grand Prix
ALB,2022,3,1,5,,112.12115555555556,,,-0.840569047619048,40.220000000000006,43.73333333333334,35.266666666666666,,Azerbaijan Grand Prix
ALO,2022,3,1,7,,109.8229365079365,,,-0.22774999999999956,39.23650793650794,43.73333333333334,31.442857142857143,,Azerbaijan Grand Prix
BOT,2022,7,2,5,111.16717333333335,109.23849999999999,,1.5372881492192019,-0.5839903846153844,39.34095238095238,46.73333333333333,31.22,,Azerbaijan Grand Prix
GAS,2022,6,3,6,111.02247222222222,108.177225,107.27525,0.7229522807017542,-0.47420638297872436,40.499722222222225,46.425,31.36666666666667,-0.31844999999999846,Azerbaijan Grand Prix
HAM,2022,6,2,6,108.54169444444445,110.62116666666668,,1.0961751412429381,-1.7326137920050968,40.53055555555556,46.55,31.46666666666667,,Azerbaijan Grand Prix
LAT,2022,3,2,5,107.44033333333334,110.77575,,0.038750000000000284,-0.3803737288135597,33.281666666666666,35.325,31.119999999999997,,Azerbaijan Grand Prix
LEC,2022,2,2,6,107.779,,108.75566666666667,-0.035031055900620334,,37.50833333333333,43.56666666666666,31.45,-0.9472857142857165,Azerbaijan Grand Prix
MAG,2022,5,2,5,109.562375,109.27269444444444,,-0.8428957627118637,-0.23969102564102487,37.01266666666667,43.56666666666666,31.175,,Azerbaijan Grand Prix
MSC,2022,2,2,4,107.92599999999999,109.1455,,-0.18624999999999753,-0.4471000000000003,40.825,46.699999999999996,34.95,,Azerbaijan Grand Prix
NOR,2022,2,2,5,110.2186,110.7106,,-0.20184905660377347,-0.33330000000000126,36.690000000000005,41.720000000000006,31.660000000000004,,Azerbaijan Grand Prix
OCO,2022,4,2,8,108.4549375,109.58033333333333,,-0.1657656581740973,-0.6098139312977107,39.036458333333336,46.03333333333334,31.4875,,Azerbaijan Grand Prix
PER,2022,4,2,6,111.73712499999999,106.29616666666666,,1.365315384615385,-0.2120834586466168,37.952083333333334,44.4,31.166666666666668,,Azerbaijan Grand Prix
RIC,2022,6,3,4,117.64150000000001,109.78955555555557,109.88454166666665,5.096999999999999,-0.44476538461538473,40.449999999999996,45.73333333333333,31.2,-0.8379963680387389,Azerbaijan Grand Prix
RUS,2022,5,2,8,106.82258333333333,109.0185,,-0.2860999999999996,0.29633333333333456,39.52333333333333,46.76666666666667,31.375,,Azerbaijan Grand Prix
SAI,2022,2,2,6,,108.09100000000001,110.48075,,-0.043599999999999486,37.4,43.25,31.549999999999997,-0.6237692307692304,Azerbaijan Grand Prix
STR,2022,4,2,6,107.27466666666668,108.91551111111112,,-0.20875000000000185,-0.27532607142857285,38.73333333333333,46.46666666666666,31.266666666666666,,Azerbaijan Grand Prix
TSU,2022,6,3,7,107.88637500000002,108.49784126984127,106.88475,0.7413132183908047,-0.3829160628019324,40.42896825396826,46.325,31.457142857142856,-0.1848499999999994,Azerbaijan Grand Prix
VER,2022,3,2,5,107.45733333333334,106.851,,-0.10999999999999936,-0.15897500000000092,35.58222222222222,41.58,31.03333333333333,,Azerbaijan Grand Prix
