Driver,Year,NumStints,NumCompoundsUsed,LongestStint,AvgPaceSoft,AvgPaceMedium,AvgPaceHard,DegSoft,DegMed,AvgTrackTemp,MaxTrackTemp,MinTrackTemp,DegHard,GP
LEC,2022,6,3,18,78.01622222222221,75.42672222222222,75.391625,3.2441817998385813,0.23559044117647038,49.41527777777778,50.88333333333333,47.0,-0.21795000000000034,São Paulo Grand Prix
MAG,2022,4,3,17,75.43861764705882,77.07166666666667,75.79016666666666,0.009331825037707901,0.07402142857142877,49.75985294117647,51.22941176470588,48.73333333333333,-0.05259006211180201,São Paulo Grand Prix
MSC,2022,4,3,17,77.40493749999999,76.62507843137254,76.19083333333333,0.15488970588235287,0.20242683253076565,49.61881127450981,51.1125,48.72941176470589,-0.018341614906831498,São Paulo Grand Prix
NOR,2022,4,3,16,77.38931249999999,73.92766666666667,76.15882142857143,0.031504411764705795,0.7882857142857155,49.29181547619048,51.25,46.63333333333333,-0.002424134675896694,São Paulo Grand Prix
OCO,2022,5,3,13,76.12723076923076,75.12171428571429,75.27347222222221,0.08889267015706837,0.18491071428571382,49.21426129426129,51.2,47.166666666666664,0.22639475633062617,São Paulo Grand Prix
PER,2022,3,2,16,76.33308522727272,,76.5111,0.09826875088951079,,49.24731060606061,50.84374999999999,47.81818181818182,0.1458263473053894,São Paulo Grand Prix
RIC,2022,6,3,9,76.78622222222222,76.81680555555555,76.3337638888889,0.17297096774193527,0.5562428571428571,49.76851851851851,51.833333333333336,47.0,-0.0074696969696980454,São Paulo Grand Prix
RUS,2022,3,3,13,76.0429,74.986875,76.72323076923077,0.19161818181818252,-0.09506516290726756,49.69673076923076,50.3076923076923,49.32000000000001,0.07942857142857145,São Paulo Grand Prix
SAI,2022,6,3,14,80.60830952380952,75.82161111111111,75.87400000000001,1.4159192307692319,0.21318758169934648,49.240145502645504,50.87142857142857,46.63333333333333,-0.4069999999999964,São Paulo Grand Prix
SAR,2022,2,2,12,77.75075,78.88966666666666,,0.06752797202797177,0.11900000000000029,48.954166666666666,49.85833333333334,48.04999999999999,,São Paulo Grand Prix
STR,2022,5,3,13,77.58155769230768,77.89715384615384,76.82487499999999,0.7430105506657634,0.0973760852407262,49.59076923076924,51.58461538461539,47.325,-0.07532760290557067,São Paulo Grand Prix
TSU,2022,4,3,13,77.35584615384616,77.66474999999998,76.267,0.1345714285714286,0.0576958041958043,50.002884615384616,51.361538461538466,49.0,-0.04444745762711813,São Paulo Grand Prix
VER,2022,3,2,12,76.24975,,77.07258333333333,0.11010134171810845,,49.219166666666666,50.37,47.6625,0.04486363636363642,São Paulo Grand Prix
VET,2022,5,3,15,77.08993333333333,75.79157142857144,76.691,0.05407499999999997,-0.09546489300173508,50.18861904761905,51.5,49.125,-0.06441121495326997,São Paulo Grand Prix
ZHO,2022,3,2,20,77.21770000000001,76.94242222222222,,0.07700601503759393,0.1624897768178549,48.891111111111115,50.21999999999999,47.33333333333334,,São Paulo Grand Prix
ALB,2022,3,2,12,,92.79700000000001,93.22745833333335,,0.5647428571428594,39.11388888888889,45.666666666666664,34.94166666666667,-2.568578171828173,Abu Dhabi Grand Prix
ALO,2022,3,2,6,91.59533333333333,91.11443333333332,,0.2620571428571424,0.89522394613583,38.63666666666666,44.23333333333333,35.01666666666667,,Abu Dhabi Grand Prix
BOT,2022,6,3,10,88.38787500000001,91.71476666666666,90.02191666666667,0.15952542372881393,0.5764310344827615,42.34638888888889,47.260000000000005,34.910000000000004,0.09985454545454647,Abu Dhabi Grand Prix
DOO,2022,2,1,6,92.50183333333334,,,-0.18650821917808252,,46.08333333333333,46.66666666666666,45.5,,Abu Dhabi Grand Prix
DRU,2022,2,2,5,106.36479999999999,,90.63380000000001,3.2396000000000025,,45.33,45.5,45.16,-0.18048170731707364,Abu Dhabi Grand Prix
FIT,2022,2,2,8,94.88,,92.38675,0.2298259023354556,,46.26875,47.175,45.3625,-0.8629615384615393,Abu Dhabi Grand Prix
GAS,2022,7,3,6,94.9621111111111,89.48158333333333,90.10183333333333,1.5050519169719159,-0.02305000000000279,40.984523809523814,47.26666666666667,34.66666666666667,-0.03812500000000077,Abu Dhabi Grand Prix
HAM,2022,4,2,4,,94.578625,89.91783333333333,,-2.3165571428571425,40.85208333333334,47.03333333333334,34.8,0.2649428571428589,Abu Dhabi Grand Prix
KUB,2022,2,2,4,89.24775000000001,,90.47449999999999,0.2578888888888899,,45.25,45.37500000000001,45.125,-0.02510000000000189,Abu Dhabi Grand Prix
LAT,2022,4,2,6,97.65090000000001,90.79666666666667,,1.7000428571428556,-0.14149285714285628,35.69583333333333,36.86666666666667,34.78333333333334,,Abu Dhabi Grand Prix
LAW,2022,1,1,4,,,89.17925000000001,,,47.099999999999994,47.099999999999994,47.099999999999994,-0.20935000000000126,Abu Dhabi Grand Prix
LEC,2022,4,1,11,,88.46839545454546,,,-0.06422408562293491,40.074393939393936,44.73333333333333,34.99090909090909,,Abu Dhabi Grand Prix
MAG,2022,4,3,9,87.91766666666666,90.51866666666666,90.51472222222222,0.278807692307691,0.2832500000000024,40.86944444444445,47.1,34.91111111111111,0.02500833333333363,Abu Dhabi Grand Prix
MSC,2022,3,2,8,89.19680000000001,90.68077083333333,,0.37023376623376614,-0.08343076441102629,38.761944444444445,44.54,34.9125,,Abu Dhabi Grand Prix
NOR,2022,3,2,6,91.76116666666667,,89.73283333333333,0.2371714285714278,,35.599999999999994,36.86666666666667,34.76666666666666,-0.09512499999999766,Abu Dhabi Grand Prix
OCO,2022,5,2,12,91.3225,88.35066666666667,,0.5219071428571427,0.11046322537112067,41.661,46.333333333333336,34.958333333333336,,Abu Dhabi Grand Prix
OWA,2022,2,2,6,89.87225000000001,90.67183333333334,,0.6566500000000004,0.2652736842105261,45.21666666666667,45.35,45.083333333333336,,Abu Dhabi Grand Prix
PER,2022,3,2,6,95.96616666666667,90.83166666666666,,-1.5672976190476173,0.22524285714285694,42.43055555555555,46.974999999999994,34.81666666666666,,Abu Dhabi Grand Prix
RIC,2022,3,2,7,89.25052500000001,,90.20742857142857,0.751357436399216,,45.18833333333333,45.62500000000001,44.54,0.1210412371134021,Abu Dhabi Grand Prix
RUS,2022,6,3,9,89.51625000000001,96.27471666666666,90.43133333333333,0.5248487394957991,0.4942341614906843,40.639212962962965,46.9,34.625,-0.03567023809523749,Abu Dhabi Grand Prix
SAI,2022,4,2,7,104.343,89.23043492063493,,0.0012307692307690912,-0.12443809523809683,37.86988095238095,43.92,34.84285714285714,,Abu Dhabi Grand Prix
SAR,2022,2,1,8,,,91.9969375,,,46.075,47.15,45.0,-0.1937904761904772,Abu Dhabi Grand Prix
SHW,2022,1,1,3,89.092,,,-0.08299999999999838,,45.06666666666666,45.06666666666666,45.06666666666666,,Abu Dhabi Grand Prix
STR,2022,4,2,8,88.89472222222223,88.39366666666666,,0.19371094402673275,-0.08678947368421022,39.834375,44.53333333333333,35.0375,,Abu Dhabi Grand Prix
TSU,2022,5,3,12,96.46466666666667,91.50106249999999,89.81437500000001,5.573894736842107,-0.10286430635838177,41.38,47.175,34.958333333333336,0.03784877622377565,Abu Dhabi Grand Prix
VER,2022,1,1,6,,90.47699999999999,,,0.07267080745341616,34.88333333333333,34.88333333333333,34.88333333333333,,Abu Dhabi Grand Prix
VET,2022,5,3,8,87.70216666666667,92.92224999999999,90.3525,0.3863026315789464,-0.419895,41.34583333333333,45.23333333333333,35.0125,-0.1981355932203394,Abu Dhabi Grand Prix
ZHO,2022,3,2,10,88.7055,90.58775,,0.44877966101694744,-0.11823636363636372,38.74166666666667,44.574999999999996,34.95,,Abu Dhabi Grand Prix
ALB,2023,2,2,12,97.55999999999999,,98.04033333333335,0.14249999999999824,,26.4625,26.733333333333334,26.191666666666663,0.12918881118881168,Bahrain Grand Prix
ALO,2023,4,2,10,97.2475,94.51244444444445,,0.1833393939393938,-0.07116666666666775,33.928333333333335,41.49999999999999,26.18,,Bahrain Grand Prix
BOT,2023,3,2,8,98.649875,96.0115,,0.31305952380952357,0.22688214285714192,31.64027777777778,41.075,26.1125,,Bahrain Grand Prix
DEV,2023,5,2,7,103.78801785714286,99.84958333333333,,2.306492087339743,0.02917543859649153,34.800714285714285,41.49999999999999,26.228571428571428,,Bahrain Grand Prix
GAS,2023,5,2,10,101.08503333333333,96.09777777777778,,0.08717272727272807,0.09333333333333366,34.90933333333333,41.49999999999999,26.18,,Bahrain Grand Prix
HAM,2023,2,1,11,97.51327272727274,,,0.07958181818181967,,33.554545454545455,40.8,26.309090909090912,,Bahrain Grand Prix
HUL,2023,5,2,8,98.36447499999998,99.74805357142857,,0.31749603174603186,0.13442857142857118,34.68685714285714,40.925000000000004,26.11428571428571,,Bahrain Grand Prix
LEC,2023,3,1,7,98.4662380952381,,,-0.06808571428571468,,30.9647619047619,40.36,26.11428571428571,,Bahrain Grand Prix
MAG,2023,5,2,8,100.43876388888889,100.67932142857143,,2.545866361416362,-0.012682142857143926,37.29678571428571,41.016666666666666,26.049999999999997,,Bahrain Grand Prix
NOR,2023,2,1,10,99.04218333333334,,,0.00952597402597384,,32.7,39.050000000000004,26.35,,Bahrain Grand Prix
OCO,2023,4,2,10,96.700575,97.42625000000001,,0.38634004329004323,0.48409759036144595,36.395,40.85,26.18,,Bahrain Grand Prix
PER,2023,2,1,13,98.16983653846154,,,0.05531841493978856,,32.78701923076923,39.3125,26.261538461538464,,Bahrain Grand Prix
PIA,2023,3,2,12,99.75495833333333,102.22333333333334,,0.09399799113929472,0.8192857142857128,35.699999999999996,41.46666666666666,26.233333333333334,,Bahrain Grand Prix
RUS,2023,4,2,9,97.66088888888889,96.557625,,-0.13601666666666698,0.5359106537530267,36.769444444444446,41.050000000000004,26.31111111111111,,Bahrain Grand Prix
SAI,2023,4,2,8,98.61489722222223,100.28371428571428,,0.10288809523809601,0.0887857142857144,33.018571428571434,40.46,26.1,,Bahrain Grand Prix
SAR,2023,4,2,10,98.7657,,98.1541875,0.24761818181818177,,33.261874999999996,41.199999999999996,26.21,0.011863095238095422,Bahrain Grand Prix
STR,2023,3,1,10,,96.1704888888889,,,-0.05575954279638476,31.29444444444444,40.0,26.15,,Bahrain Grand Prix
TSU,2023,4,2,10,100.185025,106.583,,1.836781601731603,1.2707945046439635,33.649166666666666,41.266666666666666,26.18,,Bahrain Grand Prix
VER,2023,2,1,11,97.84565,,,0.06392292720216383,,32.719545454545454,39.23,26.209090909090904,,Bahrain Grand Prix
ZHO,2023,3,1,8,,97.29184722222222,,,0.2527015873015883,31.56527777777778,40.825,26.137500000000003,,Bahrain Grand Prix
ALB,2023,8,3,9,90.79808333333332,93.77605555555556,94.31208333333333,0.07181250000000132,-0.2371583333333332,37.346875,44.0,30.833333333333332,-0.38844999999999946,Saudi Arabian Grand Prix
ALO,2023,5,3,11,91.9118888888889,95.28090909090908,93.50839999999998,-0.04495175438596332,0.01687272727272736,38.64569696969697,44.0,30.781818181818185,0.27367567567567586,Saudi Arabian Grand Prix
BOT,2023,9,3,5,96.07682666666666,96.4084,99.18593333333334,0.19450571428571428,-0.15889324324324292,36.54,44.0,30.619999999999997,-2.7182285714285706,Saudi Arabian Grand Prix
DEV,2023,5,3,7,93.89117857142857,93.8102,92.28966666666666,-0.05945226969292497,-0.44749999999999945,35.56238095238095,44.0,30.82857142857143,-0.3775000000000012,Saudi Arabian Grand Prix
GAS,2023,6,2,9,91.98147222222224,92.22133333333335,,-0.00014232456140432503,-0.0057058383233539595,36.42010582010582,43.142857142857146,30.84444444444445,,Saudi Arabian Grand Prix
HAM,2023,4,3,5,95.56533333333334,95.386,94.325,0.2809999999999987,-0.026999999999999604,36.46666666666667,44.0,30.7,-0.3795000000000007,Saudi Arabian Grand Prix
HUL,2023,4,2,9,,94.22872222222223,96.07608333333334,,-0.0485889705882346,36.65972222222222,44.0,30.78888888888889,-0.29137857142857126,Saudi Arabian Grand Prix
LEC,2023,4,3,11,96.7597142857143,95.45172727272725,93.34975,-3.544375,0.05435316946959936,36.53636363636364,44.0,30.745454545454546,-0.5085714285714289,Saudi Arabian Grand Prix
MAG,2023,4,2,9,94.62344444444446,95.60166666666667,,0.12214435483871001,-0.22886428571428513,39.37500000000001,44.0,30.833333333333332,,Saudi Arabian Grand Prix
NOR,2023,4,3,6,93.41716666666667,96.27959999999999,95.455,-0.053496428571428764,0.11829999999999784,35.575,40.5,30.566666666666666,-0.26850000000000296,Saudi Arabian Grand Prix
OCO,2023,6,2,10,91.32846666666666,93.29571111111112,,0.02169025157232694,-0.2981838383838396,36.431666666666665,43.5,30.79,,Saudi Arabian Grand Prix
PER,2023,1,1,12,,95.09599999999999,,,-0.05506993006993016,30.799999999999997,30.799999999999997,30.799999999999997,,Saudi Arabian Grand Prix
PIA,2023,7,3,8,90.91033333333334,93.32466666666666,94.40866666666668,-0.08112500000000009,-0.07503720486525195,38.183928571428574,44.0,30.716666666666665,-0.1741071428571429,Saudi Arabian Grand Prix
RUS,2023,5,3,9,91.98757407407408,95.44877777777778,93.30749999999999,-0.07956666666666525,0.03227083333333313,38.93555555555555,44.0,30.84444444444445,-0.33094285714285765,Saudi Arabian Grand Prix
SAI,2023,5,3,7,95.28528571428572,98.65433333333334,94.549,0.10678571428571561,4.391124999999999,35.45333333333333,44.0,30.633333333333336,-0.4783499999999988,Saudi Arabian Grand Prix
SAR,2023,7,3,10,98.69008333333333,95.29995833333334,94.64231666666667,4.172209147869672,-0.23373970944309877,36.785714285714285,44.0,30.8,-0.2372371212121205,Saudi Arabian Grand Prix
STR,2023,6,3,10,93.89304166666668,92.004,91.95160000000001,-1.2564065390749601,0.10749999999999815,36.053333333333335,42.333333333333336,30.8,0.2244085365853656,Saudi Arabian Grand Prix
TSU,2023,6,3,10,97.05321666666667,94.11791666666666,92.29133333333333,0.8313962703962696,0.4513194915254249,35.85583333333333,44.0,30.809999999999995,-0.11374999999999953,Saudi Arabian Grand Prix
VER,2023,5,3,12,91.44463888888889,90.27033333333334,89.97524999999999,-0.11145730672835924,-0.2122500000000008,36.74,42.875,30.758333333333336,-0.18305000000000002,Saudi Arabian Grand Prix
ZHO,2023,7,3,7,91.30877777777778,94.38219047619049,97.26845,-0.02376666666666619,-0.10675000000000012,36.66258503401361,44.0,30.77142857142857,-0.07345000000000051,Saudi Arabian Grand Prix
ALB,2023,5,2,8,82.48641666666667,80.8425,,1.0667694833901729,-0.4911525423728806,27.59166666666667,35.63333333333333,21.2,,Australian Grand Prix
ALO,2023,5,2,5,80.44356666666667,,82.88858333333333,-0.19271842105263157,,29.71066666666667,35.900000000000006,24.933333333333334,-0.22781904761904814,Australian Grand Prix
BOT,2023,4,2,6,88.49324999999999,80.7235,,2.527799999999997,-0.2868750000000001,26.622916666666665,35.875,21.016666666666666,,Australian Grand Prix
DEV,2023,5,3,5,83.42914444444445,81.538,80.896,-1.2108849296889552,-0.3891999999999989,27.88233333333333,33.56666666666666,24.325000000000003,-0.2192500000000023,Australian Grand Prix
GAS,2023,6,3,4,83.39994444444444,83.62295833333334,80.944,-1.7842349206349217,-0.18332608695652322,29.2625,36.03333333333333,24.475,-0.43589999999999945,Australian Grand Prix
HAM,2023,5,3,7,81.54057142857143,80.81666666666668,83.25699999999999,-0.9438158271401051,-0.4932499999999996,28.311428571428575,35.675,24.15714285714285,-0.39857142857142774,Australian Grand Prix
HUL,2023,6,2,7,85.47791666666666,82.60284126984128,,0.9696059322033886,-0.4325357142857151,26.111507936507934,33.56666666666666,21.46666666666667,,Australian Grand Prix
LEC,2023,5,3,6,82.66325,84.49266666666668,81.76666666666667,-0.40980934065934155,0.06203571428571099,25.76,30.21666666666667,23.325000000000003,-0.6002360248447196,Australian Grand Prix
MAG,2023,5,2,6,87.29070833333333,82.47158333333333,,1.2634714285714257,-0.1557804054054056,25.383333333333333,33.56666666666666,21.500000000000004,,Australian Grand Prix
NOR,2023,4,2,8,,80.87597916666667,80.83433333333333,,0.0038050400567900544,26.496875000000003,33.699999999999996,21.65,-0.4637500000000009,Australian Grand Prix
OCO,2023,5,3,6,81.49097222222223,80.16799999999999,81.3908,0.011984809308337415,-0.2697500000000018,28.453000000000003,36.233333333333334,24.150000000000002,-0.36780000000000124,Australian Grand Prix
PER,2023,2,2,3,87.31633333333333,83.44466666666666,,0.11738461538461786,-0.2905000000000014,31.28333333333333,36.36666666666667,26.2,,Australian Grand Prix
PIA,2023,7,3,8,79.94214285714285,80.86433333333333,83.99979166666667,0.0972395997478744,-0.3245000000000004,28.10824829931973,36.166666666666664,21.2125,-0.0016016949152544147,Australian Grand Prix
RUS,2023,7,3,7,80.92751587301588,82.83075,80.6922,-0.00992035160448442,-0.5206991525423725,28.010408163265307,35.833333333333336,21.46666666666667,-0.3812972972972978,Australian Grand Prix
SAI,2023,4,3,5,83.266,84.795625,81.78580000000001,-0.21900000000000114,2.401766525423729,26.170833333333334,30.0,23.4,-0.5556666666666659,Australian Grand Prix
SAR,2023,3,2,4,82.56337500000001,,81.93974999999999,-1.9166355932203385,,26.625,30.325000000000003,24.225,-0.4750500000000001,Australian Grand Prix
STR,2023,5,3,5,80.58954166666666,82.49270000000001,81.48566666666666,-0.24272500000000108,-0.4373210526315788,28.620666666666672,36.02,25.066666666666666,-0.6322857142857179,Australian Grand Prix
TSU,2023,5,3,5,79.96836666666667,81.702,81.80825,-0.2656000000000016,-0.5084485981308401,25.200333333333333,30.275,20.86,-0.2728305084745779,Australian Grand Prix
VER,2023,2,1,8,,84.41731250000001,,,0.6123326403326393,25.420833333333334,26.166666666666668,24.675,,Australian Grand Prix
ZHO,2023,7,3,7,85.09783333333334,81.03341666666667,84.76991666666666,-1.3488571428571432,-0.3114499999999991,27.92363945578231,35.833333333333336,20.957142857142856,-0.7120499999999976,Australian Grand Prix
ALB,2023,4,2,8,108.7535,106.82352499999999,,2.3851428571428563,-0.427788983050847,38.8275,45.260000000000005,21.2,,Azerbaijan Grand Prix
ALO,2023,2,1,4,,107.25033333333333,,,-0.20927500000000002,44.84583333333333,45.166666666666664,44.525000000000006,,Azerbaijan Grand Prix
BOT,2023,5,2,6,104.52499999999999,99.30550000000001,,-0.19299999999999776,-0.27465087719298276,36.33833333333333,45.275000000000006,21.016666666666666,,Azerbaijan Grand Prix
DEV,2023,4,3,3,106.6705,105.21833333333332,80.896,0.3596249999999993,-0.4374736842105247,40.16666666666667,45.199999999999996,26.3,-0.2192500000000023,Azerbaijan Grand Prix
GAS,2023,2,2,4,,107.25233333333334,80.944,,-0.619571428571431,35.34166666666667,44.43333333333334,26.25,-0.43589999999999945,Azerbaijan Grand Prix
HAM,2023,2,2,8,,105.93225000000001,83.25699999999999,,-0.3174093567251458,35.68125,45.0625,26.3,-0.39857142857142774,Azerbaijan Grand Prix
HUL,2023,2,1,4,,,109.1705,,,33.00833333333333,44.55,21.46666666666667,-0.6277058823529436,Azerbaijan Grand Prix
LEC,2023,3,2,4,,79.81766666666667,106.00187500000001,,-0.20150000000000282,38.69444444444444,45.26666666666667,26.266666666666666,-0.8613714285714272,Azerbaijan Grand Prix
MAG,2023,2,1,6,,,109.13366666666667,,,32.96666666666667,44.43333333333334,21.500000000000004,-0.7580714285714288,Azerbaijan Grand Prix
NOR,2023,4,1,4,,,98.04552777777776,,,34.425,45.3,21.65,-0.1457261904761921,Azerbaijan Grand Prix
OCO,2023,2,1,3,,93.84183333333333,,,-0.4882596153846167,35.400000000000006,44.53333333333334,26.266666666666666,,Azerbaijan Grand Prix
PER,2023,4,2,4,94.94233333333332,106.96370833333333,,0.039876518218624445,-0.7824249999999997,40.10208333333333,45.275000000000006,26.2,,Azerbaijan Grand Prix
PIA,2023,5,3,8,104.7475,80.86433333333333,108.47658333333334,-0.1590000000000003,-0.3245000000000004,36.352500000000006,45.275000000000006,21.2125,-0.25812142857142817,Azerbaijan Grand Prix
RUS,2023,3,2,6,,108.88433333333334,80.6922,,-0.3699428571428565,30.72666666666667,44.43333333333334,21.46666666666667,-0.3812972972972978,Azerbaijan Grand Prix
SAI,2023,3,2,4,,85.80175,106.724125,,2.5225499999999994,38.65,45.29999999999999,26.15,-0.8676207627118648,Azerbaijan Grand Prix
SAR,2023,2,1,4,,108.01241666666667,,,-0.5757749999999978,44.858333333333334,45.25,44.46666666666666,,Azerbaijan Grand Prix
STR,2023,3,2,5,,106.57393333333334,81.48566666666666,,-0.23390526315789445,38.72888888888889,45.23333333333333,26.433333333333334,-0.6322857142857179,Azerbaijan Grand Prix
TSU,2023,3,2,5,104.41766666666668,,81.80825,0.032999999999997705,,30.54222222222222,44.56666666666666,20.86,-0.2728305084745779,Azerbaijan Grand Prix
VER,2023,4,2,4,107.38775,99.70597222222223,,1.4505593220338984,-0.016585897435898483,40.09583333333333,45.275000000000006,26.166666666666668,,Azerbaijan Grand Prix
ZHO,2023,5,2,7,104.27966666666667,99.31563888888888,,-0.2932500000000004,-0.41220183150182993,36.319761904761904,45.275000000000006,20.957142857142856,,Azerbaijan Grand Prix
ALB,2023,5,3,5,95.35642777777777,91.00666666666666,94.74875,-0.7335205847953201,-0.2667499999999982,46.991,49.75,40.666666666666664,-0.43354761904762057,Miami Grand Prix
ALO,2023,6,3,7,90.2272380952381,100.41966666666667,91.10133333333334,0.28320512921525337,1.457576923076923,45.43174603174603,49.25714285714286,38.73333333333333,-0.36926315789473535,Miami Grand Prix
BOT,2023,4,3,6,94.26341666666666,91.91433333333333,94.96279999999999,-0.3712863587540279,-0.1665000000000027,44.47749999999999,49.449999999999996,38.73333333333333,-0.3730000000000019,Miami Grand Prix
DEV,2023,3,2,4,92.80654166666667,,97.67,0.3401691729323309,,46.269444444444446,49.974999999999994,40.833333333333336,-1.270197802197801,Miami Grand Prix
GAS,2023,6,3,5,103.1136,90.24849999999999,95.3155,-1.9845271317829445,-0.19562500000000144,45.67611111111111,50.25,38.63333333333333,-0.411559322033899,Miami Grand Prix
HAM,2023,5,2,6,109.83454166666667,98.22215555555556,,15.579199999999991,-1.32690486412812,46.855666666666664,49.96666666666666,40.42,,Miami Grand Prix
HUL,2023,5,3,4,95.11120833333334,92.56358333333333,95.49799999999999,0.2570040142729718,-0.27820000000000034,44.538333333333334,50.0,36.425,-0.15024999999999963,Miami Grand Prix
LEC,2023,5,3,7,94.77778571428571,92.02016666666665,93.6944,2.44325,-0.4099999999999999,44.80742857142857,49.779999999999994,36.4,-0.4421576086956525,Miami Grand Prix
MAG,2023,5,3,7,88.91066666666666,96.33367857142858,94.94566666666668,0.1277499999999989,-0.2549065734989639,44.82547619047619,49.675,36.53333333333333,-0.2236249999999985,Miami Grand Prix
NOR,2023,4,2,9,103.33216666666667,94.07604166666667,,-9.572935483870964,-0.08252500000000138,45.93958333333333,49.266666666666666,36.425,,Miami Grand Prix
OCO,2023,6,3,8,98.33433333333335,92.65,90.51333333333334,0.023542925069682807,-0.17680567226890678,45.660555555555554,49.75,38.8,-0.24374999999999847,Miami Grand Prix
PER,2023,5,3,4,104.265,92.79783333333333,94.64725,-0.061116822429906154,1.085624999999998,45.00833333333334,49.724999999999994,36.4,-0.6669340659340666,Miami Grand Prix
PIA,2023,3,2,6,94.19433333333335,94.49608333333333,,0.11639999999999955,-0.22009515738498775,44.794444444444444,49.28333333333333,36.49999999999999,,Miami Grand Prix
RUS,2023,4,2,6,96.25158333333334,95.60225,,-1.8168835897435918,-2.9366571428571424,43.68333333333334,49.46666666666667,38.5,,Miami Grand Prix
SAI,2023,5,3,6,98.80055555555556,90.43700000000001,94.92683333333332,0.699380952380952,-0.31920000000000137,44.90333333333333,49.86666666666667,36.475,-0.4798313953488365,Miami Grand Prix
SAR,2023,4,3,6,92.35816666666666,95.94800000000001,93.77725,0.12522706766917246,-0.37389999999999896,45.5125,49.875,36.475,-0.037100000000000924,Miami Grand Prix
STR,2023,5,3,5,103.71948888888888,105.7752,95.48675,2.8014658475939735,-3.233981132075471,46.89233333333333,49.575,40.660000000000004,-0.3024310344827584,Miami Grand Prix
TSU,2023,6,3,6,102.2300625,91.83399999999999,96.471,0.8786971023788144,-0.5012499999999986,45.631944444444436,49.96666666666666,38.324999999999996,-1.0994999999999986,Miami Grand Prix
VER,2023,4,2,4,,91.13516666666668,94.62654166666667,,-0.05700000000000037,43.947916666666664,49.724999999999994,36.53333333333333,-0.9594532967032969,Miami Grand Prix
ZHO,2023,4,3,7,98.07395238095238,95.4385,97.25474999999999,0.2668000959429822,-0.6136000000000009,44.574107142857144,49.371428571428574,39.1,-0.6965200000000001,Miami Grand Prix
ALB,2023,6,3,6,78.28415000000001,74.91433333333333,77.11391666666667,0.6276663964627855,-0.05885714285714274,45.15472222222221,46.775,40.849999999999994,-0.3304500000000006,Monaco Grand Prix
ALO,2023,6,3,6,76.05065555555557,76.056625,76.67716666666668,-0.24578417818740458,0.43780720338982987,44.517500000000005,46.7,41.150000000000006,-0.47378037383177607,Monaco Grand Prix
BOT,2023,4,2,7,,75.8524761904762,78.845,,-0.07231328320802043,44.79702380952381,46.76666666666667,40.74285714285714,-0.1682534482758622,Monaco Grand Prix
DEV,2023,7,3,8,81.4879761904762,76.63680555555555,79.047125,0.9941133171912843,-0.9402877392078314,45.247704081632655,46.650000000000006,40.95,-0.38047712418300644,Monaco Grand Prix
GAS,2023,7,3,10,79.63833888888888,75.81818055555556,77.388,2.032013784461152,-0.15066970034119562,44.70154761904762,46.85,40.7625,-0.18541288566243191,Monaco Grand Prix
HAM,2023,8,3,7,93.45883333333335,78.428125,77.31160000000001,1.4369811039456353,1.4437404987760096,44.93214285714285,46.76,40.739999999999995,-0.5005974025974024,Monaco Grand Prix
HUL,2023,6,3,7,78.53761587301588,75.61829166666666,76.61733333333332,1.273491561464769,-0.11903934624697166,43.66888888888889,46.18333333333333,40.699999999999996,-0.16772631578947378,Monaco Grand Prix
LEC,2023,4,3,4,78.3315,74.71549999999999,75.34525,-1.6743763736263744,-0.02596666666666798,44.108333333333334,45.725,40.724999999999994,-0.4190499999999998,Monaco Grand Prix
MAG,2023,6,3,8,76.90004166666668,77.6452888888889,76.77025,-1.757024999999997,0.7869082372911644,44.33180555555555,46.625,40.85,-0.21393518518518495,Monaco Grand Prix
NOR,2023,7,3,6,80.47983333333333,79.98591666666665,74.6625,-3.866743107769422,0.3243955762792918,45.23285714285714,46.779999999999994,42.1,-0.26069999999999915,Monaco Grand Prix
OCO,2023,7,3,10,78.58288888888887,77.34089523809524,76.6709,-0.01679080459770169,0.2828552512328406,44.761802721088436,47.04,40.91428571428572,-0.07675913978494632,Monaco Grand Prix
PER,2023,6,3,10,82.05428333333333,80.68,76.42028571428571,0.38866702819956567,1.821801039785563,44.32527777777778,47.06666666666666,40.766666666666666,-0.2923054607508536,Monaco Grand Prix
PIA,2023,8,3,7,74.78620000000001,76.94907936507938,76.9930238095238,-0.03477439024390308,0.05717142857142906,45.11654761904762,46.76666666666667,40.74285714285714,0.0017115384615381951,Monaco Grand Prix
RUS,2023,7,3,6,81.90022222222223,77.62391666666666,78.0885,0.3366258696386355,0.38484017634282996,44.690714285714286,46.825,40.875,-0.5906857142857116,Monaco Grand Prix
SAI,2023,4,3,7,82.85866666666665,77.0456142857143,75.721,2.2682692307692323,-0.545202211459914,46.139047619047616,46.8,44.88,-0.6981249999999999,Monaco Grand Prix
SAR,2023,6,3,8,81.5787,76.70891428571429,77.72514285714286,0.4922385620915036,-0.05473316831683195,44.62720238095238,46.7,40.912499999999994,-0.05979999999999932,Monaco Grand Prix
STR,2023,7,3,7,77.6847,76.33044166666667,79.061,-1.3511233249051826,-0.23712499999999948,44.82234693877552,46.93333333333334,41.220000000000006,-0.3861706896551731,Monaco Grand Prix
TSU,2023,6,3,8,82.6320888888889,79.72926666666667,77.61125,3.9408527874564467,0.1209186893203876,45.31125,46.70000000000001,42.400000000000006,-0.04996551724137905,Monaco Grand Prix
