DriverNumber,Driver,GridPosition,ClassifiedPosition,TyreStrategy,Status,GP,Year
11,PER,20.0,10,"['HARD', 'MEDIUM', 'MEDIUM', 'MEDIUM']",Finished,Qatar Grand Prix,2023
18,STR,16.0,11,"['MEDIUM', 'MEDIUM', 'HARD', 'MEDIUM']",Finished,Qatar Grand Prix,2023
10,GAS,7.0,12,"['MEDIUM', 'MEDIUM', 'HARD', 'MEDIUM']",Finished,Qatar Grand Prix,2023
23,ALB,13.0,13,"['MEDIUM', 'MEDIUM', 'HARD', 'HARD']",Finished,Qatar Grand Prix,2023
20,MAG,18.0,14,"['SOFT', 'MEDIUM', 'HARD', 'HARD']",Lapped,Qatar Grand Prix,2023
22,TSU,11.0,15,"['MEDIUM', 'MEDIUM', 'HARD', 'HARD']",Lapped,Qatar Grand Prix,2023
27,HUL,14.0,16,"['MEDIUM', 'HARD', 'MEDIUM', 'HARD']",Lapped,Qatar Grand Prix,2023
40,LAW,17.0,17,"['SOFT', 'HARD', 'HARD', 'MEDIUM']",Lapped,Qatar Grand Prix,2023
2,SAR,15.0,R,"['MEDIUM', 'MEDIUM', 'HARD']",Retired,Qatar Grand Prix,2023
44,HAM,3.0,R,['SOFT'],Retired,Qatar Grand Prix,2023
55,SAI,12.0,W,,Did not start,Qatar Grand Prix,2023
1,VER,6.0,1,"['MEDIUM', 'MEDIUM', 'HARD']",Finished,United States Grand Prix,2023
4,NOR,2.0,2,"['MEDIUM', 'HARD', 'HARD']",Finished,United States Grand Prix,2023
55,SAI,4.0,3,"['MEDIUM', 'MEDIUM', 'HARD']",Finished,United States Grand Prix,2023
11,PER,9.0,4,"['MEDIUM', 'MEDIUM', 'HARD']",Finished,United States Grand Prix,2023
63,RUS,5.0,5,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,United States Grand Prix,2023
10,GAS,7.0,6,"['MEDIUM', 'MEDIUM', 'HARD']",Finished,United States Grand Prix,2023
18,STR,20.0,7,"['HARD', 'MEDIUM', 'MEDIUM']",Finished,United States Grand Prix,2023
22,TSU,11.0,8,"['MEDIUM', 'HARD', 'MEDIUM', 'SOFT']",Finished,United States Grand Prix,2023
23,ALB,15.0,9,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,United States Grand Prix,2023
2,SAR,16.0,10,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,United States Grand Prix,2023
27,HUL,18.0,11,"['HARD', 'MEDIUM', 'MEDIUM']",Finished,United States Grand Prix,2023
77,BOT,13.0,12,"['MEDIUM', 'HARD', 'HARD']",Finished,United States Grand Prix,2023
24,ZHO,12.0,13,"['MEDIUM', 'HARD', 'HARD']",Lapped,United States Grand Prix,2023
20,MAG,17.0,14,"['MEDIUM', 'HARD', 'MEDIUM']",Lapped,United States Grand Prix,2023
3,RIC,14.0,15,"['MEDIUM', 'HARD', 'SOFT']",Lapped,United States Grand Prix,2023
14,ALO,19.0,R,"['MEDIUM', 'MEDIUM', 'HARD']",Retired,United States Grand Prix,2023
81,PIA,10.0,R,['MEDIUM'],Retired,United States Grand Prix,2023
31,OCO,8.0,R,['MEDIUM'],Retired,United States Grand Prix,2023
44,HAM,3.0,19,"['MEDIUM', 'HARD', 'MEDIUM']",Disqualified,United States Grand Prix,2023
16,LEC,1.0,20,"['MEDIUM', 'HARD']",Disqualified,United States Grand Prix,2023
1,VER,3.0,1,"['MEDIUM', 'HARD', 'HARD', 'HARD']",Finished,Mexico City Grand Prix,2023
44,HAM,6.0,2,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,Mexico City Grand Prix,2023
16,LEC,1.0,3,"['MEDIUM', 'HARD', 'HARD']",Finished,Mexico City Grand Prix,2023
55,SAI,2.0,4,"['MEDIUM', 'HARD', 'HARD']",Finished,Mexico City Grand Prix,2023
4,NOR,17.0,5,"['SOFT', 'HARD', 'MEDIUM', 'MEDIUM']",Finished,Mexico City Grand Prix,2023
63,RUS,8.0,6,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,Mexico City Grand Prix,2023
3,RIC,4.0,7,"['MEDIUM', 'HARD', 'HARD']",Finished,Mexico City Grand Prix,2023
81,PIA,7.0,8,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,Mexico City Grand Prix,2023
23,ALB,14.0,9,"['HARD', 'MEDIUM', 'MEDIUM']",Finished,Mexico City Grand Prix,2023
31,OCO,15.0,10,"['HARD', 'MEDIUM']",Finished,Mexico City Grand Prix,2023
10,GAS,11.0,11,"['MEDIUM', 'HARD', 'HARD']",Finished,Mexico City Grand Prix,2023
22,TSU,18.0,12,"['MEDIUM', 'HARD', 'HARD']",Finished,Mexico City Grand Prix,2023
27,HUL,12.0,13,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,Mexico City Grand Prix,2023
24,ZHO,10.0,14,"['MEDIUM', 'HARD', 'HARD']",Finished,Mexico City Grand Prix,2023
77,BOT,9.0,15,"['MEDIUM', 'HARD', 'HARD']",Finished,Mexico City Grand Prix,2023
2,SAR,19.0,16,"['MEDIUM', 'HARD', 'MEDIUM']",Retired,Mexico City Grand Prix,2023
18,STR,0.0,17,"['MEDIUM', 'HARD', 'HARD']",Collision damage,Mexico City Grand Prix,2023
14,ALO,13.0,W,"['MEDIUM', 'HARD', 'HARD']",Withdrew,Mexico City Grand Prix,2023
20,MAG,16.0,R,"['MEDIUM', 'HARD']",Accident,Mexico City Grand Prix,2023
11,PER,5.0,R,['MEDIUM'],Collision damage,Mexico City Grand Prix,2023
1,VER,1.0,1,"['SOFT', 'SOFT', 'SOFT', 'MEDIUM', 'SOFT']",Finished,São Paulo Grand Prix,2023
4,NOR,6.0,2,"['SOFT', 'SOFT', 'SOFT', 'MEDIUM', 'SOFT']",Finished,São Paulo Grand Prix,2023
14,ALO,4.0,3,"['SOFT', 'SOFT', 'SOFT', 'MEDIUM', 'SOFT']",Finished,São Paulo Grand Prix,2023
11,PER,9.0,4,"['SOFT', 'SOFT', 'SOFT', 'MEDIUM', 'SOFT']",Finished,São Paulo Grand Prix,2023
18,STR,3.0,5,"['SOFT', 'SOFT', 'SOFT', 'MEDIUM', 'SOFT']",Finished,São Paulo Grand Prix,2023
55,SAI,7.0,6,"['SOFT', 'SOFT', 'SOFT', 'MEDIUM', 'SOFT']",Finished,São Paulo Grand Prix,2023
10,GAS,15.0,7,"['SOFT', 'SOFT', 'SOFT', 'MEDIUM', 'SOFT']",Finished,São Paulo Grand Prix,2023
44,HAM,5.0,8,"['SOFT', 'SOFT', 'SOFT', 'MEDIUM', 'SOFT']",Finished,São Paulo Grand Prix,2023
22,TSU,16.0,9,"['SOFT', 'SOFT', 'SOFT', 'MEDIUM', 'SOFT']",Finished,São Paulo Grand Prix,2023
31,OCO,14.0,10,"['SOFT', 'SOFT', 'SOFT', 'MEDIUM', 'SOFT', 'SOFT']",Lapped,São Paulo Grand Prix,2023
2,SAR,19.0,11,"['MEDIUM', 'MEDIUM', 'SOFT', 'SOFT', 'SOFT']",Lapped,São Paulo Grand Prix,2023
27,HUL,11.0,12,"['SOFT', 'MEDIUM', 'SOFT', 'SOFT', 'SOFT']",Lapped,São Paulo Grand Prix,2023
3,RIC,17.0,13,"['SOFT', 'SOFT', 'SOFT', 'MEDIUM', 'SOFT']",Lapped,São Paulo Grand Prix,2023
81,PIA,10.0,14,"['SOFT', 'MEDIUM', 'MEDIUM', 'SOFT', 'SOFT']",Lapped,São Paulo Grand Prix,2023
63,RUS,8.0,R,"['SOFT', 'SOFT', 'SOFT', 'MEDIUM', 'SOFT']",Retired,São Paulo Grand Prix,2023
77,BOT,18.0,R,"['SOFT', 'SOFT', 'SOFT', 'MEDIUM']",Retired,São Paulo Grand Prix,2023
24,ZHO,20.0,R,"['SOFT', 'SOFT', 'SOFT', 'MEDIUM']",Retired,São Paulo Grand Prix,2023
20,MAG,12.0,R,['SOFT'],Retired,São Paulo Grand Prix,2023
23,ALB,13.0,R,['SOFT'],Retired,São Paulo Grand Prix,2023
16,LEC,2.0,W,['SOFT'],Did not start,São Paulo Grand Prix,2023
1,VER,2.0,1,"['MEDIUM', 'HARD', 'HARD']",Finished,Las Vegas Grand Prix,2023
16,LEC,1.0,2,"['MEDIUM', 'HARD']",Finished,Las Vegas Grand Prix,2023
11,PER,11.0,3,"['MEDIUM', 'HARD', 'HARD']",Finished,Las Vegas Grand Prix,2023
31,OCO,16.0,4,"['MEDIUM', 'HARD']",Finished,Las Vegas Grand Prix,2023
18,STR,19.0,5,"['SOFT', 'HARD', 'HARD']",Finished,Las Vegas Grand Prix,2023
55,SAI,12.0,6,"['MEDIUM', 'HARD', 'HARD']",Finished,Las Vegas Grand Prix,2023
44,HAM,10.0,7,"['HARD', 'MEDIUM', 'HARD']",Finished,Las Vegas Grand Prix,2023
63,RUS,3.0,8,"['MEDIUM', 'HARD', 'HARD']",Finished,Las Vegas Grand Prix,2023
14,ALO,9.0,9,"['MEDIUM', 'HARD', 'HARD']",Finished,Las Vegas Grand Prix,2023
81,PIA,18.0,10,"['HARD', 'HARD', 'MEDIUM']",Finished,Las Vegas Grand Prix,2023
10,GAS,4.0,11,"['MEDIUM', 'HARD']",Finished,Las Vegas Grand Prix,2023
23,ALB,5.0,12,"['MEDIUM', 'HARD']",Finished,Las Vegas Grand Prix,2023
20,MAG,8.0,13,"['MEDIUM', 'HARD', 'HARD']",Finished,Las Vegas Grand Prix,2023
3,RIC,14.0,14,"['MEDIUM', 'HARD']",Finished,Las Vegas Grand Prix,2023
24,ZHO,17.0,15,"['HARD', 'MEDIUM']",Finished,Las Vegas Grand Prix,2023
2,SAR,6.0,16,"['MEDIUM', 'HARD']",Finished,Las Vegas Grand Prix,2023
77,BOT,7.0,17,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,Las Vegas Grand Prix,2023
22,TSU,20.0,18,"['SOFT', 'MEDIUM', 'HARD']",Retired,Las Vegas Grand Prix,2023
27,HUL,13.0,19,"['MEDIUM', 'HARD', 'HARD']",Retired,Las Vegas Grand Prix,2023
4,NOR,15.0,R,['MEDIUM'],Retired,Las Vegas Grand Prix,2023
1,VER,1.0,1,"['MEDIUM', 'HARD', 'HARD']",Finished,Abu Dhabi Grand Prix,2023
16,LEC,2.0,2,"['MEDIUM', 'HARD', 'HARD']",Finished,Abu Dhabi Grand Prix,2023
63,RUS,4.0,3,"['MEDIUM', 'HARD', 'HARD']",Finished,Abu Dhabi Grand Prix,2023
11,PER,9.0,4,"['MEDIUM', 'HARD', 'HARD']",Finished,Abu Dhabi Grand Prix,2023
4,NOR,5.0,5,"['MEDIUM', 'HARD', 'HARD']",Finished,Abu Dhabi Grand Prix,2023
81,PIA,3.0,6,"['MEDIUM', 'HARD', 'HARD']",Finished,Abu Dhabi Grand Prix,2023
14,ALO,7.0,7,"['MEDIUM', 'HARD', 'HARD']",Finished,Abu Dhabi Grand Prix,2023
22,TSU,6.0,8,"['MEDIUM', 'HARD']",Finished,Abu Dhabi Grand Prix,2023
44,HAM,11.0,9,"['MEDIUM', 'HARD', 'HARD']",Finished,Abu Dhabi Grand Prix,2023
18,STR,13.0,10,"['HARD', 'HARD', 'MEDIUM']",Finished,Abu Dhabi Grand Prix,2023
3,RIC,15.0,11,"['MEDIUM', 'HARD', 'HARD']",Finished,Abu Dhabi Grand Prix,2023
31,OCO,12.0,12,"['MEDIUM', 'HARD']",Finished,Abu Dhabi Grand Prix,2023
10,GAS,10.0,13,"['MEDIUM', 'HARD', 'HARD']",Finished,Abu Dhabi Grand Prix,2023
23,ALB,14.0,14,"['MEDIUM', 'HARD', 'HARD']",Finished,Abu Dhabi Grand Prix,2023
27,HUL,8.0,15,"['MEDIUM', 'HARD', 'HARD']",Finished,Abu Dhabi Grand Prix,2023
2,SAR,20.0,16,"['MEDIUM', 'HARD', 'HARD']",Finished,Abu Dhabi Grand Prix,2023
24,ZHO,19.0,17,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,Abu Dhabi Grand Prix,2023
55,SAI,16.0,18,"['HARD', 'HARD', 'SOFT']",Retired,Abu Dhabi Grand Prix,2023
77,BOT,18.0,19,"['HARD', 'MEDIUM']",Lapped,Abu Dhabi Grand Prix,2023
20,MAG,17.0,20,"['MEDIUM', 'HARD', 'HARD']",Lapped,Abu Dhabi Grand Prix,2023
1,VER,1.0,1,"['SOFT', 'HARD', 'SOFT']",Finished,Bahrain Grand Prix,2024
11,PER,5.0,2,"['SOFT', 'HARD', 'SOFT']",Finished,Bahrain Grand Prix,2024
55,SAI,4.0,3,"['SOFT', 'HARD', 'HARD']",Finished,Bahrain Grand Prix,2024
16,LEC,2.0,4,"['SOFT', 'HARD', 'HARD']",Finished,Bahrain Grand Prix,2024
63,RUS,3.0,5,"['SOFT', 'HARD', 'HARD']",Finished,Bahrain Grand Prix,2024
4,NOR,7.0,6,"['SOFT', 'HARD', 'HARD']",Finished,Bahrain Grand Prix,2024
44,HAM,9.0,7,"['SOFT', 'HARD', 'HARD']",Finished,Bahrain Grand Prix,2024
81,PIA,8.0,8,"['SOFT', 'HARD', 'HARD']",Finished,Bahrain Grand Prix,2024
14,ALO,6.0,9,"['SOFT', 'HARD', 'HARD']",Finished,Bahrain Grand Prix,2024
18,STR,12.0,10,"['SOFT', 'HARD', 'HARD']",Finished,Bahrain Grand Prix,2024
24,ZHO,17.0,11,"['SOFT', 'HARD', 'HARD']",Lapped,Bahrain Grand Prix,2024
20,MAG,15.0,12,"['SOFT', 'HARD', 'HARD']",Lapped,Bahrain Grand Prix,2024
3,RIC,14.0,13,"['SOFT', 'HARD', 'SOFT']",Lapped,Bahrain Grand Prix,2024
22,TSU,11.0,14,"['SOFT', 'HARD', 'HARD']",Lapped,Bahrain Grand Prix,2024
23,ALB,13.0,15,"['SOFT', 'HARD', 'HARD']",Lapped,Bahrain Grand Prix,2024
27,HUL,10.0,16,"['SOFT', 'HARD', 'HARD', 'SOFT']",Lapped,Bahrain Grand Prix,2024
31,OCO,19.0,17,"['SOFT', 'HARD', 'HARD']",Lapped,Bahrain Grand Prix,2024
10,GAS,20.0,18,"['SOFT', 'HARD', 'HARD', 'SOFT']",Lapped,Bahrain Grand Prix,2024
77,BOT,16.0,19,"['SOFT', 'HARD', 'HARD']",Lapped,Bahrain Grand Prix,2024
2,SAR,18.0,20,"['SOFT', 'HARD', 'HARD', 'SOFT']",Lapped,Bahrain Grand Prix,2024
1,VER,1.0,1,"['MEDIUM', 'HARD']",Finished,Saudi Arabian Grand Prix,2024
11,PER,3.0,2,"['MEDIUM', 'HARD']",Finished,Saudi Arabian Grand Prix,2024
16,LEC,2.0,3,"['MEDIUM', 'HARD']",Finished,Saudi Arabian Grand Prix,2024
81,PIA,5.0,4,"['MEDIUM', 'HARD']",Finished,Saudi Arabian Grand Prix,2024
14,ALO,4.0,5,"['MEDIUM', 'HARD']",Finished,Saudi Arabian Grand Prix,2024
63,RUS,7.0,6,"['MEDIUM', 'HARD']",Finished,Saudi Arabian Grand Prix,2024
38,BEA,11.0,7,"['SOFT', 'HARD']",Finished,Saudi Arabian Grand Prix,2024
4,NOR,6.0,8,"['MEDIUM', 'SOFT']",Finished,Saudi Arabian Grand Prix,2024
44,HAM,8.0,9,"['MEDIUM', 'SOFT']",Finished,Saudi Arabian Grand Prix,2024
27,HUL,15.0,10,"['MEDIUM', 'HARD']",Finished,Saudi Arabian Grand Prix,2024
23,ALB,12.0,11,"['MEDIUM', 'HARD']",Finished,Saudi Arabian Grand Prix,2024
20,MAG,13.0,12,"['MEDIUM', 'HARD']",Finished,Saudi Arabian Grand Prix,2024
31,OCO,17.0,13,"['MEDIUM', 'HARD']",Lapped,Saudi Arabian Grand Prix,2024
2,SAR,19.0,14,"['MEDIUM', 'HARD']",Lapped,Saudi Arabian Grand Prix,2024
22,TSU,9.0,15,"['MEDIUM', 'HARD']",Lapped,Saudi Arabian Grand Prix,2024
3,RIC,14.0,16,"['MEDIUM', 'HARD']",Lapped,Saudi Arabian Grand Prix,2024
77,BOT,16.0,17,"['SOFT', 'HARD', 'SOFT']",Lapped,Saudi Arabian Grand Prix,2024
24,ZHO,20.0,18,"['MEDIUM', 'SOFT']",Lapped,Saudi Arabian Grand Prix,2024
18,STR,10.0,R,['MEDIUM'],Retired,Saudi Arabian Grand Prix,2024
10,GAS,18.0,R,['MEDIUM'],Retired,Saudi Arabian Grand Prix,2024
55,SAI,2.0,1,"['MEDIUM', 'HARD', 'HARD']",Finished,Australian Grand Prix,2024
16,LEC,4.0,2,"['MEDIUM', 'HARD', 'HARD']",Finished,Australian Grand Prix,2024
4,NOR,3.0,3,"['MEDIUM', 'HARD', 'HARD']",Finished,Australian Grand Prix,2024
81,PIA,5.0,4,"['MEDIUM', 'HARD', 'HARD']",Finished,Australian Grand Prix,2024
11,PER,6.0,5,"['MEDIUM', 'HARD', 'HARD']",Finished,Australian Grand Prix,2024
18,STR,9.0,6,"['MEDIUM', 'HARD', 'HARD']",Finished,Australian Grand Prix,2024
22,TSU,8.0,7,"['MEDIUM', 'HARD', 'HARD']",Finished,Australian Grand Prix,2024
14,ALO,10.0,8,"['HARD', 'MEDIUM', 'HARD']",Finished,Australian Grand Prix,2024
27,HUL,16.0,9,"['HARD', 'MEDIUM', 'HARD']",Finished,Australian Grand Prix,2024
20,MAG,14.0,10,"['MEDIUM', 'HARD', 'HARD']",Lapped,Australian Grand Prix,2024
23,ALB,12.0,11,"['MEDIUM', 'HARD', 'HARD']",Lapped,Australian Grand Prix,2024
3,RIC,18.0,12,"['SOFT', 'HARD', 'HARD']",Lapped,Australian Grand Prix,2024
10,GAS,17.0,13,"['MEDIUM', 'HARD', 'HARD']",Lapped,Australian Grand Prix,2024
77,BOT,13.0,14,"['MEDIUM', 'HARD', 'HARD']",Lapped,Australian Grand Prix,2024
24,ZHO,19.0,15,"['SOFT', 'HARD', 'HARD']",Lapped,Australian Grand Prix,2024
31,OCO,15.0,16,"['MEDIUM', 'HARD', 'HARD', 'HARD']",Lapped,Australian Grand Prix,2024
63,RUS,7.0,17,"['MEDIUM', 'HARD', 'HARD']",Retired,Australian Grand Prix,2024
44,HAM,11.0,R,"['SOFT', 'HARD']",Retired,Australian Grand Prix,2024
1,VER,1.0,R,['MEDIUM'],Retired,Australian Grand Prix,2024
1,VER,1.0,1,"['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']",Finished,Japanese Grand Prix,2024
11,PER,2.0,2,"['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']",Finished,Japanese Grand Prix,2024
55,SAI,4.0,3,"['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']",Finished,Japanese Grand Prix,2024
16,LEC,8.0,4,"['MEDIUM', 'MEDIUM', 'HARD']",Finished,Japanese Grand Prix,2024
4,NOR,3.0,5,"['MEDIUM', 'MEDIUM', 'HARD', 'HARD']",Finished,Japanese Grand Prix,2024
14,ALO,5.0,6,"['SOFT', 'SOFT', 'MEDIUM', 'HARD']",Finished,Japanese Grand Prix,2024
63,RUS,9.0,7,"['MEDIUM', 'HARD', 'HARD', 'MEDIUM']",Finished,Japanese Grand Prix,2024
81,PIA,6.0,8,"['MEDIUM', 'MEDIUM', 'HARD', 'HARD']",Finished,Japanese Grand Prix,2024
44,HAM,7.0,9,"['MEDIUM', 'HARD', 'HARD', 'MEDIUM']",Finished,Japanese Grand Prix,2024
22,TSU,10.0,10,"['MEDIUM', 'SOFT', 'HARD', 'HARD']",Lapped,Japanese Grand Prix,2024
27,HUL,12.0,11,"['SOFT', 'SOFT', 'HARD', 'HARD']",Lapped,Japanese Grand Prix,2024
18,STR,16.0,12,"['SOFT', 'SOFT', 'MEDIUM', 'HARD', 'SOFT']",Lapped,Japanese Grand Prix,2024
20,MAG,18.0,13,"['MEDIUM', 'MEDIUM', 'HARD']",Lapped,Japanese Grand Prix,2024
77,BOT,13.0,14,"['SOFT', 'SOFT', 'HARD', 'HARD']",Lapped,Japanese Grand Prix,2024
31,OCO,15.0,15,"['SOFT', 'HARD', 'HARD', 'MEDIUM']",Lapped,Japanese Grand Prix,2024
10,GAS,17.0,16,"['SOFT', 'HARD', 'MEDIUM', 'HARD']",Lapped,Japanese Grand Prix,2024
2,SAR,19.0,17,"['SOFT', 'HARD', 'HARD', 'MEDIUM', 'SOFT']",Lapped,Japanese Grand Prix,2024
24,ZHO,20.0,R,"['MEDIUM', 'SOFT', 'HARD', 'HARD']",Retired,Japanese Grand Prix,2024
3,RIC,11.0,R,['MEDIUM'],Retired,Japanese Grand Prix,2024
23,ALB,14.0,R,['SOFT'],Retired,Japanese Grand Prix,2024
1,VER,1.0,1,"['MEDIUM', 'HARD', 'HARD']",Finished,Chinese Grand Prix,2024
4,NOR,4.0,2,"['MEDIUM', 'HARD']",Finished,Chinese Grand Prix,2024
11,PER,2.0,3,"['MEDIUM', 'HARD', 'HARD']",Finished,Chinese Grand Prix,2024
16,LEC,6.0,4,"['MEDIUM', 'HARD']",Finished,Chinese Grand Prix,2024
55,SAI,7.0,5,"['MEDIUM', 'HARD']",Finished,Chinese Grand Prix,2024
63,RUS,8.0,6,"['MEDIUM', 'MEDIUM', 'HARD']",Finished,Chinese Grand Prix,2024
14,ALO,3.0,7,"['MEDIUM', 'HARD', 'SOFT', 'MEDIUM']",Finished,Chinese Grand Prix,2024
81,PIA,5.0,8,"['MEDIUM', 'MEDIUM', 'HARD']",Finished,Chinese Grand Prix,2024
44,HAM,18.0,9,"['SOFT', 'MEDIUM', 'HARD']",Finished,Chinese Grand Prix,2024
27,HUL,9.0,10,"['MEDIUM', 'HARD', 'HARD']",Finished,Chinese Grand Prix,2024
31,OCO,13.0,11,"['MEDIUM', 'HARD', 'HARD']",Finished,Chinese Grand Prix,2024
23,ALB,14.0,12,"['MEDIUM', 'MEDIUM', 'HARD']",Finished,Chinese Grand Prix,2024
10,GAS,15.0,13,"['MEDIUM', 'HARD', 'HARD', 'MEDIUM']",Finished,Chinese Grand Prix,2024
24,ZHO,16.0,14,"['MEDIUM', 'HARD', 'HARD', 'SOFT']",Finished,Chinese Grand Prix,2024
18,STR,11.0,15,"['SOFT', 'MEDIUM', 'HARD', 'MEDIUM', 'HARD']",Finished,Chinese Grand Prix,2024
20,MAG,17.0,16,"['HARD', 'HARD', 'MEDIUM']",Finished,Chinese Grand Prix,2024
2,SAR,20.0,17,"['SOFT', 'MEDIUM', 'HARD']",Finished,Chinese Grand Prix,2024
3,RIC,12.0,R,"['MEDIUM', 'MEDIUM']",Retired,Chinese Grand Prix,2024
22,TSU,19.0,R,"['SOFT', 'MEDIUM', 'HARD']",Retired,Chinese Grand Prix,2024
77,BOT,10.0,R,"['MEDIUM', 'HARD']",Retired,Chinese Grand Prix,2024
4,NOR,5.0,1,"['MEDIUM', 'HARD']",Finished,Miami Grand Prix,2024
1,VER,1.0,2,"['MEDIUM', 'HARD']",Finished,Miami Grand Prix,2024
16,LEC,2.0,3,"['MEDIUM', 'HARD']",Finished,Miami Grand Prix,2024
11,PER,4.0,4,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,Miami Grand Prix,2024
55,SAI,3.0,5,"['MEDIUM', 'HARD']",Finished,Miami Grand Prix,2024
44,HAM,8.0,6,"['HARD', 'MEDIUM']",Finished,Miami Grand Prix,2024
22,TSU,10.0,7,"['MEDIUM', 'HARD']",Finished,Miami Grand Prix,2024
63,RUS,7.0,8,"['MEDIUM', 'HARD']",Finished,Miami Grand Prix,2024
14,ALO,15.0,9,"['HARD', 'MEDIUM']",Finished,Miami Grand Prix,2024
31,OCO,13.0,10,"['MEDIUM', 'HARD']",Finished,Miami Grand Prix,2024
27,HUL,9.0,11,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,Miami Grand Prix,2024
10,GAS,12.0,12,"['MEDIUM', 'HARD']",Finished,Miami Grand Prix,2024
81,PIA,6.0,13,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,Miami Grand Prix,2024
24,ZHO,19.0,14,"['MEDIUM', 'SOFT']",Finished,Miami Grand Prix,2024
3,RIC,20.0,15,"['HARD', 'MEDIUM']",Finished,Miami Grand Prix,2024
77,BOT,16.0,16,"['SOFT', 'HARD', 'MEDIUM']",Finished,Miami Grand Prix,2024
18,STR,11.0,17,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,Miami Grand Prix,2024
23,ALB,14.0,18,"['MEDIUM', 'HARD', 'SOFT']",Finished,Miami Grand Prix,2024
20,MAG,18.0,19,"['HARD', 'MEDIUM', 'MEDIUM', 'MEDIUM']",Finished,Miami Grand Prix,2024
2,SAR,17.0,R,"['MEDIUM', 'HARD']",Retired,Miami Grand Prix,2024
1,VER,1.0,1,"['MEDIUM', 'HARD']",Finished,Emilia Romagna Grand Prix,2024
4,NOR,2.0,2,"['MEDIUM', 'HARD']",Finished,Emilia Romagna Grand Prix,2024
16,LEC,3.0,3,"['MEDIUM', 'HARD']",Finished,Emilia Romagna Grand Prix,2024
81,PIA,5.0,4,"['MEDIUM', 'HARD']",Finished,Emilia Romagna Grand Prix,2024
55,SAI,4.0,5,"['MEDIUM', 'HARD']",Finished,Emilia Romagna Grand Prix,2024
44,HAM,8.0,6,"['MEDIUM', 'HARD']",Finished,Emilia Romagna Grand Prix,2024
63,RUS,6.0,7,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,Emilia Romagna Grand Prix,2024
11,PER,11.0,8,"['HARD', 'MEDIUM']",Finished,Emilia Romagna Grand Prix,2024
18,STR,13.0,9,"['MEDIUM', 'HARD']",Finished,Emilia Romagna Grand Prix,2024
22,TSU,7.0,10,"['MEDIUM', 'HARD']",Lapped,Emilia Romagna Grand Prix,2024
27,HUL,10.0,11,"['MEDIUM', 'HARD']",Lapped,Emilia Romagna Grand Prix,2024
20,MAG,18.0,12,"['MEDIUM', 'HARD']",Lapped,Emilia Romagna Grand Prix,2024
3,RIC,9.0,13,"['MEDIUM', 'HARD']",Lapped,Emilia Romagna Grand Prix,2024
31,OCO,12.0,14,"['MEDIUM', 'HARD']",Lapped,Emilia Romagna Grand Prix,2024
24,ZHO,17.0,15,"['HARD', 'MEDIUM']",Lapped,Emilia Romagna Grand Prix,2024
10,GAS,15.0,16,"['SOFT', 'HARD', 'MEDIUM']",Lapped,Emilia Romagna Grand Prix,2024
2,SAR,19.0,17,"['HARD', 'MEDIUM']",Lapped,Emilia Romagna Grand Prix,2024
77,BOT,16.0,18,"['MEDIUM', 'HARD']",Lapped,Emilia Romagna Grand Prix,2024
14,ALO,20.0,19,"['SOFT', 'HARD', 'MEDIUM', 'SOFT']",Lapped,Emilia Romagna Grand Prix,2024
23,ALB,14.0,R,"['MEDIUM', 'HARD', 'MEDIUM', 'MEDIUM', 'MEDIUM']",Retired,Emilia Romagna Grand Prix,2024
16,LEC,1.0,1,"['MEDIUM', 'HARD']",Finished,Monaco Grand Prix,2024
81,PIA,2.0,2,"['MEDIUM', 'HARD']",Finished,Monaco Grand Prix,2024
55,SAI,3.0,3,"['MEDIUM', 'HARD']",Finished,Monaco Grand Prix,2024
4,NOR,4.0,4,"['MEDIUM', 'HARD']",Finished,Monaco Grand Prix,2024
63,RUS,5.0,5,"['HARD', 'MEDIUM']",Finished,Monaco Grand Prix,2024
1,VER,6.0,6,"['HARD', 'MEDIUM', 'HARD']",Finished,Monaco Grand Prix,2024
44,HAM,7.0,7,"['HARD', 'MEDIUM', 'HARD']",Finished,Monaco Grand Prix,2024
22,TSU,8.0,8,"['MEDIUM', 'HARD']",Lapped,Monaco Grand Prix,2024
23,ALB,9.0,9,"['MEDIUM', 'HARD']",Lapped,Monaco Grand Prix,2024
10,GAS,10.0,10,"['HARD', 'MEDIUM']",Lapped,Monaco Grand Prix,2024
14,ALO,14.0,11,"['HARD', 'MEDIUM']",Lapped,Monaco Grand Prix,2024
